Job ID,Agency,Salary,Posting Date,Posting Updated
260707,DEPT OF HEALTH/MENTAL HYGIENE,54903,2016-09-06,2016-09-06
260726,DEPARTMENT OF FINANCE,67781,2016-09-09,2016-09-09
262124,DEPT OF HEALTH/MENTAL HYGIENE,90981,2016-09-12,2016-09-12
262132,DEPT OF DESIGN & CONSTRUCTION,45331,2016-09-15,2016-09-20
262132,DEPT OF DESIGN & CONSTRUCTION,45331,2016-09-15,2016-09-20
260726,DEPARTMENT OF FINANCE,67781,2016-09-09,2016-09-09
260759,DEPT OF ENVIRONMENT PROTECTION,110966,2016-09-07,2016-11-30
260789,POLICE DEPARTMENT,102507,2016-09-29,2016-09-29
260789,POLICE DEPARTMENT,102507,2016-09-29,2016-09-29
262133,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-09-12,2016-09-12
262133,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-09-12,2016-09-12
261126,DEPARTMENT OF TRANSPORTATION,109776,2016-09-13,2016-09-13
261127,DEPT OF ENVIRONMENT PROTECTION,76234,2016-09-14,2016-09-14
261127,DEPT OF ENVIRONMENT PROTECTION,76234,2016-09-14,2016-09-14
261137,FIRE DEPARTMENT,86327,2016-09-10,2016-09-09
262154,DEPT OF DESIGN & CONSTRUCTION,57408,2016-09-13,2016-09-13
262154,DEPT OF DESIGN & CONSTRUCTION,57408,2016-09-13,2016-09-13
262212,DEPT OF DESIGN & CONSTRUCTION,110966,2016-11-02,2016-11-02
261137,FIRE DEPARTMENT,86327,2016-09-10,2016-09-09
261237,DEPT OF HEALTH/MENTAL HYGIENE,57330,2016-09-08,2016-09-08
261237,DEPT OF HEALTH/MENTAL HYGIENE,57330,2016-09-08,2016-09-08
262252,DEPT OF DESIGN & CONSTRUCTION,90404,2016-09-20,2016-09-20
261258,DEPT OF HEALTH/MENTAL HYGIENE,64683,2016-09-08,2016-11-30
262212,DEPT OF DESIGN & CONSTRUCTION,110966,2016-11-02,2016-11-02
262232,ADMIN TRIALS AND HEARINGS,20020,2016-09-20,2016-09-20
262232,ADMIN TRIALS AND HEARINGS,20020,2016-09-20,2016-09-20
261258,DEPT OF HEALTH/MENTAL HYGIENE,64683,2016-09-08,2016-11-30
261284,DEPARTMENT OF TRANSPORTATION,175000,2016-10-18,2016-10-18
261284,DEPARTMENT OF TRANSPORTATION,175000,2016-10-18,2016-10-18
261438,DEPARTMENT OF TRANSPORTATION,89586,2016-11-03,2016-11-04
263568,ADMIN TRIALS AND HEARINGS,102669,2016-10-04,2016-10-04
263569,ADMIN TRIALS AND HEARINGS,110000,2016-09-29,2016-09-29
263569,ADMIN TRIALS AND HEARINGS,110000,2016-09-29,2016-09-29
263606,FIRE DEPARTMENT,87236,2016-10-22,2016-11-18
274415,OFFICE OF THE COMPTROLLER,112500,2016-12-07,2016-12-07
263606,FIRE DEPARTMENT,87236,2016-10-22,2016-11-18
262657,DEPARTMENT OF CORRECTION,170000,2016-09-14,2016-11-30
262657,DEPARTMENT OF CORRECTION,170000,2016-09-14,2016-11-30
262683,DEPARTMENT OF CORRECTION,56680,2016-09-14,2016-09-14
262683,DEPARTMENT OF CORRECTION,56680,2016-09-14,2016-09-14
263764,CONSUMER AFFAIRS,72322,2016-09-20,2016-09-20
263764,CONSUMER AFFAIRS,72322,2016-09-20,2016-09-20
263784,DEPT OF HEALTH/MENTAL HYGIENE,36186,2016-09-20,2016-09-20
262904,DEPT OF INFO TECH & TELECOMM,104030,2016-09-20,2016-09-20
263784,DEPT OF HEALTH/MENTAL HYGIENE,36186,2016-09-20,2016-09-20
262790,DEPT OF HEALTH/MENTAL HYGIENE,122967,2016-09-15,2016-12-15
262790,DEPT OF HEALTH/MENTAL HYGIENE,122967,2016-09-15,2016-12-15
262889,ADMIN FOR CHILDREN'S SVCS,64149,2016-11-18,2016-11-18
262904,DEPT OF INFO TECH & TELECOMM,104030,2016-09-20,2016-09-20
263850,DEPT OF ENVIRONMENT PROTECTION,105000,2016-09-21,2016-09-21
263850,DEPT OF ENVIRONMENT PROTECTION,105000,2016-09-21,2016-09-21
263853,DEPT OF ENVIRONMENT PROTECTION,79250,2016-09-21,2016-09-21
263853,DEPT OF ENVIRONMENT PROTECTION,79250,2016-09-21,2016-09-21
263885,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-09-21,2016-11-30
262889,ADMIN FOR CHILDREN'S SVCS,64149,2016-11-18,2016-11-18
262895,DEPT OF ENVIRONMENT PROTECTION,66430,2016-09-20,2016-09-20
262895,DEPT OF ENVIRONMENT PROTECTION,66430,2016-09-20,2016-09-20
263935,CONSUMER AFFAIRS,45460,2016-09-22,2016-11-18
263946,DEPT OF HEALTH/MENTAL HYGIENE,34774,2016-10-19,2016-10-19
263946,DEPT OF HEALTH/MENTAL HYGIENE,34774,2016-10-19,2016-10-19
263949,DEPARTMENT OF INVESTIGATION,55114,2016-09-21,2016-10-27
262925,ADMIN TRIALS AND HEARINGS,67322,2016-09-20,2016-09-20
262925,ADMIN TRIALS AND HEARINGS,67322,2016-09-20,2016-09-20
263949,DEPARTMENT OF INVESTIGATION,55114,2016-09-21,2016-10-27
263950,DEPT OF INFO TECH & TELECOMM,51269,2016-09-26,2016-09-26
263004,DEPT OF HEALTH/MENTAL HYGIENE,69234,2016-09-15,2016-09-15
263950,DEPT OF INFO TECH & TELECOMM,51269,2016-09-26,2016-09-26
263985,CIVILIAN COMPLAINT REVIEW BD,64270,2016-09-21,2016-09-21
263985,CIVILIAN COMPLAINT REVIEW BD,64270,2016-09-21,2016-09-21
262940,DEPARTMENT OF PROBATION,82860,2016-09-15,2016-09-15
262940,DEPARTMENT OF PROBATION,82860,2016-09-15,2016-09-15
263004,DEPT OF HEALTH/MENTAL HYGIENE,69234,2016-09-15,2016-09-15
263987,CIVILIAN COMPLAINT REVIEW BD,64270,2016-09-21,2016-09-21
263987,CIVILIAN COMPLAINT REVIEW BD,64270,2016-09-21,2016-09-21
264026,DEPARTMENT OF FINANCE,75558,2016-11-01,2016-12-06
263031,DEPARTMENT OF TRANSPORTATION,68725,2016-09-18,2016-09-18
263031,DEPARTMENT OF TRANSPORTATION,68725,2016-09-18,2016-09-18
263058,DEPARTMENT OF TRANSPORTATION,86327,2016-09-18,2016-09-18
263885,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-09-21,2016-11-30
263911,DEPT OF HEALTH/MENTAL HYGIENE,48316,2016-09-21,2016-11-30
263911,DEPT OF HEALTH/MENTAL HYGIENE,48316,2016-09-21,2016-11-30
263935,CONSUMER AFFAIRS,45460,2016-09-22,2016-11-18
263058,DEPARTMENT OF TRANSPORTATION,86327,2016-09-18,2016-09-18
263104,DEPT OF DESIGN & CONSTRUCTION,64270,2016-10-11,2016-12-14
263104,DEPT OF DESIGN & CONSTRUCTION,64270,2016-10-11,2016-12-14
263115,HRA/DEPT OF SOCIAL SERVICES,68322,2016-12-08,2016-12-14
263796,DEPT OF HEALTH/MENTAL HYGIENE,133770,2016-09-20,2016-09-20
263796,DEPT OF HEALTH/MENTAL HYGIENE,133770,2016-09-20,2016-09-20
263810,DEPT OF INFO TECH & TELECOMM,81978,2016-10-04,2016-10-04
263810,DEPT OF INFO TECH & TELECOMM,81978,2016-10-04,2016-10-04
263155,DEPARTMENT OF CORRECTION,89180,2016-09-16,2016-09-21
263155,DEPARTMENT OF CORRECTION,89180,2016-09-16,2016-09-21
263217,DEPT OF HEALTH/MENTAL HYGIENE,34774,2016-09-16,2016-09-16
263217,DEPT OF HEALTH/MENTAL HYGIENE,34774,2016-09-16,2016-09-16
263222,DEPT OF HEALTH/MENTAL HYGIENE,79995,2016-09-16,2016-09-16
263811,DEPT OF HEALTH/MENTAL HYGIENE,58507,2016-09-20,2016-09-20
263811,DEPT OF HEALTH/MENTAL HYGIENE,58507,2016-09-20,2016-09-20
263822,DEPT OF HEALTH/MENTAL HYGIENE,73390,2016-09-22,2016-09-28
263222,DEPT OF HEALTH/MENTAL HYGIENE,79995,2016-09-16,2016-09-16
263261,DEPT OF HEALTH/MENTAL HYGIENE,100803,2016-09-16,2016-09-16
263261,DEPT OF HEALTH/MENTAL HYGIENE,100803,2016-09-16,2016-09-16
265514,CONSUMER AFFAIRS,37790,2016-09-29,2016-11-14
263283,POLICE DEPARTMENT,64270,2016-10-07,2016-11-18
263283,POLICE DEPARTMENT,64270,2016-10-07,2016-11-18
263822,DEPT OF HEALTH/MENTAL HYGIENE,73390,2016-09-22,2016-09-28
263826,DEPT OF HEALTH/MENTAL HYGIENE,49524,2016-09-21,2016-10-28
274574,HOUSING PRESERVATION & DVLPMNT,72537,2016-12-08,2016-12-08
263826,DEPT OF HEALTH/MENTAL HYGIENE,49524,2016-09-21,2016-10-28
263329,HRA/DEPT OF SOCIAL SERVICES,44236,2016-09-19,2016-12-16
263329,HRA/DEPT OF SOCIAL SERVICES,44236,2016-09-19,2016-12-16
263331,FINANCIAL INFO SVCS AGENCY,65112,2016-09-19,2016-09-19
263331,FINANCIAL INFO SVCS AGENCY,65112,2016-09-19,2016-09-19
263634,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-09-20,2016-09-20
263634,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-09-20,2016-09-20
263640,DEPT OF INFO TECH & TELECOMM,112500,2016-10-11,2016-10-11
263380,DEPT OF ENVIRONMENT PROTECTION,49286,2016-09-21,2016-09-21
263380,DEPT OF ENVIRONMENT PROTECTION,49286,2016-09-21,2016-09-21
263388,DEPT OF DESIGN & CONSTRUCTION,77211,2016-09-20,2016-09-20
263388,DEPT OF DESIGN & CONSTRUCTION,77211,2016-09-20,2016-09-20
263640,DEPT OF INFO TECH & TELECOMM,112500,2016-10-11,2016-10-11
263645,DEPARTMENT OF FINANCE,36416,2016-09-22,2016-09-22
263652,DEPT OF HEALTH/MENTAL HYGIENE,90981,2016-09-20,2016-09-20
263652,DEPT OF HEALTH/MENTAL HYGIENE,90981,2016-09-20,2016-09-20
263389,DEPT OF HEALTH/MENTAL HYGIENE,102507,2016-09-19,2016-09-19
263389,DEPT OF HEALTH/MENTAL HYGIENE,102507,2016-09-19,2016-09-19
264308,OFFICE OF THE COMPTROLLER,47000,2016-09-22,2016-09-22
263393,DEPT OF ENVIRONMENT PROTECTION,52909,2016-09-21,2016-09-21
263393,DEPT OF ENVIRONMENT PROTECTION,52909,2016-09-21,2016-09-21
263662,DEPARTMENT OF FINANCE,72688,2016-09-21,2016-09-21
263674,NYC EMPLOYEES RETIREMENT SYS,90930,2016-09-22,2016-09-22
263674,NYC EMPLOYEES RETIREMENT SYS,90930,2016-09-22,2016-09-22
263680,DEPT OF HEALTH/MENTAL HYGIENE,48316,2016-09-20,2016-09-20
263395,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-09-19,2016-09-19
263395,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-09-19,2016-09-19
263680,DEPT OF HEALTH/MENTAL HYGIENE,48316,2016-09-20,2016-09-20
263697,DEPT OF HEALTH/MENTAL HYGIENE,21840,2016-09-20,2016-09-20
263697,DEPT OF HEALTH/MENTAL HYGIENE,21840,2016-09-20,2016-09-20
263413,DEPT OF INFO TECH & TELECOMM,77322,2016-09-27,2016-09-27
263413,DEPT OF INFO TECH & TELECOMM,77322,2016-09-27,2016-09-27
263439,FIRE DEPARTMENT,98584,2016-10-18,2016-10-17
263439,FIRE DEPARTMENT,98584,2016-10-18,2016-10-17
263741,DEPARTMENT OF FINANCE,60024,2016-11-07,2016-11-07
263746,DEPT OF INFO TECH & TELECOMM,66112,2016-09-26,2016-09-26
263746,DEPT OF INFO TECH & TELECOMM,66112,2016-09-26,2016-09-26
263473,DEPT OF ENVIRONMENT PROTECTION,56770,2016-09-21,2016-09-21
263473,DEPT OF ENVIRONMENT PROTECTION,56770,2016-09-21,2016-09-21
263475,DEPT OF HEALTH/MENTAL HYGIENE,30940,2016-09-19,2016-09-19
263475,DEPT OF HEALTH/MENTAL HYGIENE,30940,2016-09-19,2016-09-19
262548,CONSUMER AFFAIRS,62322,2016-09-14,2016-09-14
262653,DEPARTMENT FOR THE AGING,70000,2016-09-15,2016-09-15
262653,DEPARTMENT FOR THE AGING,70000,2016-09-15,2016-09-15
262655,DEPARTMENT FOR THE AGING,70000,2016-09-15,2016-09-15
262655,DEPARTMENT FOR THE AGING,70000,2016-09-15,2016-09-15
263487,DEPARTMENT OF FINANCE,66072,2016-09-22,2016-09-29
263487,DEPARTMENT OF FINANCE,66072,2016-09-22,2016-09-29
263505,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-09-19,2016-09-19
263505,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-09-19,2016-09-19
263568,ADMIN TRIALS AND HEARINGS,102669,2016-10-04,2016-10-04
265462,DEPT OF ENVIRONMENT PROTECTION,122967,2016-10-03,2016-10-03
265463,DEPT OF HEALTH/MENTAL HYGIENE,94351,2016-09-29,2016-09-29
265463,DEPT OF HEALTH/MENTAL HYGIENE,94351,2016-09-29,2016-09-29
265466,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-09-30,2016-09-30
264801,DEPT OF HEALTH/MENTAL HYGIENE,36346,2016-09-27,2016-09-27
264803,POLICE DEPARTMENT,91546,2016-09-26,2016-11-14
264803,POLICE DEPARTMENT,91546,2016-09-26,2016-11-14
264808,LAW DEPARTMENT,71241,2016-09-28,2016-09-28
264808,LAW DEPARTMENT,71241,2016-09-28,2016-09-28
265466,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-09-30,2016-09-30
264051,POLICE DEPARTMENT,90981,2016-10-05,2016-10-05
265471,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-09-30,2016-09-30
265471,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-09-30,2016-09-30
265486,CONSUMER AFFAIRS,32874,2016-09-29,2016-11-14
264862,DEPT OF HEALTH/MENTAL HYGIENE,60257,2016-09-27,2016-11-30
264862,DEPT OF HEALTH/MENTAL HYGIENE,60257,2016-09-27,2016-11-30
264868,DEPT OF DESIGN & CONSTRUCTION,77211,2016-09-27,2016-11-21
265486,CONSUMER AFFAIRS,32874,2016-09-29,2016-11-14
265498,DEPT OF ENVIRONMENT PROTECTION,89586,2016-10-03,2016-11-29
265498,DEPT OF ENVIRONMENT PROTECTION,89586,2016-10-03,2016-11-29
264868,DEPT OF DESIGN & CONSTRUCTION,77211,2016-09-27,2016-11-21
264869,DEPT OF HEALTH/MENTAL HYGIENE,62275,2016-09-27,2016-09-27
264869,DEPT OF HEALTH/MENTAL HYGIENE,62275,2016-09-27,2016-09-27
264894,DEPT OF DESIGN & CONSTRUCTION,77211,2016-09-27,2016-11-21
264894,DEPT OF DESIGN & CONSTRUCTION,77211,2016-09-27,2016-11-21
265514,CONSUMER AFFAIRS,37790,2016-09-29,2016-11-14
265517,DEPT OF HEALTH/MENTAL HYGIENE,68504,2016-09-29,2016-09-29
265517,DEPT OF HEALTH/MENTAL HYGIENE,68504,2016-09-29,2016-09-29
265518,DEPARTMENT FOR THE AGING,66430,2016-09-30,2016-09-30
264909,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-09-27,2016-11-03
264909,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-09-27,2016-11-03
264934,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-09-27,2016-09-27
264934,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-09-27,2016-09-27
264962,DEPT OF HEALTH/MENTAL HYGIENE,34774,2016-09-27,2016-09-27
264962,DEPT OF HEALTH/MENTAL HYGIENE,34774,2016-09-27,2016-09-27
264026,DEPARTMENT OF FINANCE,75558,2016-11-01,2016-12-06
264030,POLICE DEPARTMENT,35736,2016-09-27,2016-12-08
264030,POLICE DEPARTMENT,35736,2016-09-27,2016-12-08
264051,POLICE DEPARTMENT,90981,2016-10-05,2016-10-05
264965,DEPT OF INFO TECH & TELECOMM,91337,2016-09-29,2016-09-29
264965,DEPT OF INFO TECH & TELECOMM,91337,2016-09-29,2016-09-29
264981,DEPT OF INFO TECH & TELECOMM,64858,2016-10-04,2016-10-04
264981,DEPT OF INFO TECH & TELECOMM,64858,2016-10-04,2016-10-04
264066,OFFICE OF THE COMPTROLLER,80000,2016-11-09,2016-11-09
264066,OFFICE OF THE COMPTROLLER,80000,2016-11-09,2016-11-09
264218,DEPT OF ENVIRONMENT PROTECTION,89586,2016-09-28,2016-09-28
264218,DEPT OF ENVIRONMENT PROTECTION,89586,2016-09-28,2016-09-28
264291,DEPT OF YOUTH & COMM DEV SRVS,67781,2016-12-02,2016-12-02
264990,DEPT OF INFO TECH & TELECOMM,66443,2016-10-04,2016-10-04
264990,DEPT OF INFO TECH & TELECOMM,66443,2016-10-04,2016-10-04
264995,DEPARTMENT OF BUSINESS SERV.,65218,2016-09-30,2016-12-06
264291,DEPT OF YOUTH & COMM DEV SRVS,67781,2016-12-02,2016-12-02
264417,DEPT OF DESIGN & CONSTRUCTION,77211,2016-09-27,2016-11-21
264995,DEPARTMENT OF BUSINESS SERV.,65218,2016-09-30,2016-12-06
265178,HRA/DEPT OF SOCIAL SERVICES,79830,2016-11-02,2016-11-15
265178,HRA/DEPT OF SOCIAL SERVICES,79830,2016-11-02,2016-11-15
265179,DEPARTMENT OF TRANSPORTATION,109776,2016-09-30,2016-09-30
264417,DEPT OF DESIGN & CONSTRUCTION,77211,2016-09-27,2016-11-21
264430,DEPT OF DESIGN & CONSTRUCTION,91484,2016-09-27,2016-09-27
264430,DEPT OF DESIGN & CONSTRUCTION,91484,2016-09-27,2016-09-27
264440,NYC HOUSING AUTHORITY,77211,2016-12-07,2016-12-07
268047,DEPT OF HEALTH/MENTAL HYGIENE,40040,2016-10-19,2016-10-19
264440,NYC HOUSING AUTHORITY,77211,2016-12-07,2016-12-07
265194,DEPT OF ENVIRONMENT PROTECTION,41628,2016-10-03,2016-10-03
265194,DEPT OF ENVIRONMENT PROTECTION,41628,2016-10-03,2016-10-03
265252,DEPARTMENT OF TRANSPORTATION,125000,2016-11-16,2016-11-16
264489,DEPT OF ENVIRONMENT PROTECTION,21840,2016-09-28,2016-09-28
264489,DEPT OF ENVIRONMENT PROTECTION,21840,2016-09-28,2016-09-28
264498,DEPARTMENT OF TRANSPORTATION,67058,2016-09-29,2016-09-29
264498,DEPARTMENT OF TRANSPORTATION,67058,2016-09-29,2016-09-29
265252,DEPARTMENT OF TRANSPORTATION,125000,2016-11-16,2016-11-16
265286,DEPT OF INFO TECH & TELECOMM,106033,2016-10-19,2016-10-19
265286,DEPT OF INFO TECH & TELECOMM,106033,2016-10-19,2016-10-19
265306,DEPT OF DESIGN & CONSTRUCTION,91484,2016-10-11,2016-10-11
264508,DEPT OF DESIGN & CONSTRUCTION,91314,2016-09-23,2016-09-23
264508,DEPT OF DESIGN & CONSTRUCTION,91314,2016-09-23,2016-09-23
264510,DEPARTMENT OF TRANSPORTATION,44377,2016-09-28,2016-09-29
264510,DEPARTMENT OF TRANSPORTATION,44377,2016-09-28,2016-09-29
265306,DEPT OF DESIGN & CONSTRUCTION,91484,2016-10-11,2016-10-11
265309,DEPT OF DESIGN & CONSTRUCTION,97870,2016-10-04,2016-11-25
264572,DEPT OF ENVIRONMENT PROTECTION,91484,2016-12-02,2016-12-02
264514,DEPARTMENT OF BUSINESS SERV.,66974,2016-09-30,2016-09-30
264514,DEPARTMENT OF BUSINESS SERV.,66974,2016-09-30,2016-09-30
264557,OFFICE OF THE COMPTROLLER,135000,2016-09-23,2016-09-23
264557,OFFICE OF THE COMPTROLLER,135000,2016-09-23,2016-09-23
265309,DEPT OF DESIGN & CONSTRUCTION,97870,2016-10-04,2016-11-25
265313,DEPT OF DESIGN & CONSTRUCTION,107734,2016-10-04,2016-10-04
264572,DEPT OF ENVIRONMENT PROTECTION,91484,2016-12-02,2016-12-02
264603,DEPT OF HEALTH/MENTAL HYGIENE,64683,2016-09-29,2016-09-29
264603,DEPT OF HEALTH/MENTAL HYGIENE,64683,2016-09-29,2016-09-29
264606,DEPARTMENT OF TRANSPORTATION,79830,2016-09-29,2016-09-29
265313,DEPT OF DESIGN & CONSTRUCTION,107734,2016-10-04,2016-10-04
265320,DEPT OF INFO TECH & TELECOMM,73526,2016-10-04,2016-10-04
266408,DEPT OF PARKS & RECREATION,90500,2016-10-07,2016-11-04
265320,DEPT OF INFO TECH & TELECOMM,73526,2016-10-04,2016-10-04
264606,DEPARTMENT OF TRANSPORTATION,79830,2016-09-29,2016-09-29
264651,DEPT OF ENVIRONMENT PROTECTION,41257,2016-09-29,2016-09-29
264651,DEPT OF ENVIRONMENT PROTECTION,41257,2016-09-29,2016-09-29
264692,DEPT OF ENVIRONMENT PROTECTION,35490,2016-09-29,2016-09-29
265347,DEPT OF PARKS & RECREATION,57119,2016-09-30,2016-09-29
265347,DEPT OF PARKS & RECREATION,57119,2016-09-30,2016-09-29
265347,DEPT OF PARKS & RECREATION,57119,2016-09-30,2016-09-29
265352,FIRE DEPARTMENT,89822,2016-10-15,2016-10-14
264692,DEPT OF ENVIRONMENT PROTECTION,35490,2016-09-29,2016-09-29
264706,DEPT OF DESIGN & CONSTRUCTION,64270,2016-10-04,2016-12-14
264706,DEPT OF DESIGN & CONSTRUCTION,64270,2016-10-04,2016-12-14
264769,DEPT OF HEALTH/MENTAL HYGIENE,102507,2016-09-26,2016-10-28
275237,POLICE DEPARTMENT,134867,2016-12-13,2016-12-13
265352,FIRE DEPARTMENT,89822,2016-10-15,2016-10-14
265393,DEPT OF PARKS & RECREATION,68768,2016-09-30,2016-09-29
265393,DEPT OF PARKS & RECREATION,68768,2016-09-30,2016-09-29
265393,DEPT OF PARKS & RECREATION,68768,2016-09-30,2016-09-29
264769,DEPT OF HEALTH/MENTAL HYGIENE,102507,2016-09-26,2016-10-28
264787,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-09-26,2016-09-26
264787,DEPT OF HEALTH/MENTAL HYGIENE,64270,2016-09-26,2016-09-26
264795,DEPARTMENT OF TRANSPORTATION,66430,2016-09-30,2016-10-19
265416,POLICE DEPARTMENT,79830,2016-10-14,2016-10-14
265416,POLICE DEPARTMENT,79830,2016-10-14,2016-10-14
265436,DEPT OF HEALTH/MENTAL HYGIENE,102507,2016-09-29,2016-09-29
265436,DEPT OF HEALTH/MENTAL HYGIENE,102507,2016-09-29,2016-09-29
265462,DEPT OF ENVIRONMENT PROTECTION,122967,2016-10-03,2016-10-03
264795,DEPARTMENT OF TRANSPORTATION,66430,2016-09-30,2016-10-19
264799,DEPT OF INFO TECH & TELECOMM,77322,2016-09-28,2016-09-28
264801,DEPT OF HEALTH/MENTAL HYGIENE,36346,2016-09-27,2016-09-27
265949,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-10-04,2016-10-04
266408,DEPT OF PARKS & RECREATION,90500,2016-10-07,2016-11-04
265949,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-10-04,2016-10-04
265951,DEPARTMENT OF FINANCE,128895,2016-10-25,2016-10-25
265534,CONSUMER AFFAIRS,32874,2016-09-29,2016-11-14
265539,DEPARTMENT OF BUILDINGS,55831,2016-09-30,2016-11-07
265539,DEPARTMENT OF BUILDINGS,55831,2016-09-30,2016-11-07
265602,DEPT OF HEALTH/MENTAL HYGIENE,66195,2016-09-30,2016-09-30
266187,CIVILIAN COMPLAINT REVIEW BD,75218,2016-10-05,2016-12-14
266220,DEPT OF DESIGN & CONSTRUCTION,77211,2016-10-21,2016-11-21
266220,DEPT OF DESIGN & CONSTRUCTION,77211,2016-10-21,2016-11-21
266251,DEPT OF HEALTH/MENTAL HYGIENE,102507,2016-10-05,2016-10-18
265602,DEPT OF HEALTH/MENTAL HYGIENE,66195,2016-09-30,2016-09-30
265615,DEPT OF HEALTH/MENTAL HYGIENE,64041,2016-09-30,2016-09-30
265615,DEPT OF HEALTH/MENTAL HYGIENE,64041,2016-09-30,2016-09-30
265630,DEPT OF HEALTH/MENTAL HYGIENE,64610,2016-10-04,2016-10-04
266372,DEPT OF ENVIRONMENT PROTECTION,64995,2016-10-12,2016-11-02
266374,DEPT OF DESIGN & CONSTRUCTION,97870,2016-10-06,2016-10-06
265630,DEPT OF HEALTH/MENTAL HYGIENE,64610,2016-10-04,2016-10-04
265639,ADMIN TRIALS AND HEARINGS,29120,2016-10-04,2016-10-04
266380,DEPT OF ENVIRONMENT PROTECTION,66430,2016-10-12,2016-11-30
265639,ADMIN TRIALS AND HEARINGS,29120,2016-10-04,2016-10-04
265640,DEPT OF DESIGN & CONSTRUCTION,91484,2016-10-11,2016-10-11
266397,DEPT OF DESIGN & CONSTRUCTION,77211,2016-10-21,2016-11-21
266397,DEPT OF DESIGN & CONSTRUCTION,77211,2016-10-21,2016-11-21
265640,DEPT OF DESIGN & CONSTRUCTION,91484,2016-10-11,2016-10-11
265649,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-09-30,2016-09-30
265649,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-09-30,2016-09-30
265651,CONSUMER AFFAIRS,40342,2016-09-30,2016-09-30
265651,CONSUMER AFFAIRS,40342,2016-09-30,2016-09-30
266408,DEPT OF PARKS & RECREATION,90500,2016-10-07,2016-11-04
266412,DEPT OF INFO TECH & TELECOMM,69995,2016-10-25,2016-10-25
266412,DEPT OF INFO TECH & TELECOMM,69995,2016-10-25,2016-10-25
266413,DEPT OF PARKS & RECREATION,92500,2016-12-02,2016-12-01
266413,DEPT OF PARKS & RECREATION,92500,2016-12-02,2016-12-01
265657,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-09-30,2016-09-30
265657,DEPT OF HEALTH/MENTAL HYGIENE,65977,2016-09-30,2016-09-30
265705,DEPT OF HEALTH/MENTAL HYGIENE,90981,2016-09-30,2016-09-30
265705,DEPT OF HEALTH/MENTAL HYGIENE,90981,2016-09-30,2016-09-30
266413,DEPT OF PARKS & RECREATION,92500,2016-12-02,2016-12-01
266420,DEPT OF DESIGN & CONSTRUCTION,91484,2016-10-21,2016-11-21
266420,DEPT OF DESIGN & CONSTRUCTION,91484,2016-10-21,2016-11-21
266442,DEPT OF CITYWIDE ADMIN SVCS,75486,2016-11-15,2016-11-15
266442,DEPT OF CITYWIDE ADMIN SVCS,75486,2016-11-15,2016-11-15
266453,DEPT OF PARKS & RECREATION,95000,2016-10-07,2016-10-12
265707,CONSUMER AFFAIRS,65977,2016-09-30,2016-09-30
265707,CONSUMER AFFAIRS,65977,2016-09-30,2016-09-30
265718,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-09-30,2016-09-30
266374,DEPT OF DESIGN & CONSTRUCTION,97870,2016-10-06,2016-10-06
266379,DEPT OF ENVIRONMENT PROTECTION,47034,2016-10-12,2016-10-12
266379,DEPT OF ENVIRONMENT PROTECTION,47034,2016-10-12,2016-10-12
266380,DEPT OF ENVIRONMENT PROTECTION,66430,2016-10-12,2016-11-30
265718,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-09-30,2016-09-30
265728,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-10-04,2016-10-04
265728,DEPT OF HEALTH/MENTAL HYGIENE,79250,2016-10-04,2016-10-04
266251,DEPT OF HEALTH/MENTAL HYGIENE,102507,2016-10-05,2016-10-18
266285,DEPT OF ENVIRONMENT PROTECTION,105000,2016-10-12,2016-10-12
266285,DEPT OF ENVIRONMENT PROTECTION,105000,2016-10-12,2016-10-12
266303,POLICE DEPARTMENT,79250,2016-10-14,2016-10-14
265740,LAW DEPARTMENT,56987,2016-09-30,2016-09-30
268047,DEPT OF HEALTH/MENTAL HYGIENE,40040,2016-10-19,2016-10-19
265740,LAW DEPARTMENT,56987,2016-09-30,2016-09-30
265810,DEPT OF INFO TECH & TELECOMM,84451,2016-10-06,2016-10-26
